#Controller/Action/Helper/Eventdocuments.php
"ADMIN_ACTIVITY_TYPE_COMMENT_EVENTDOCUMENT_DOCUMENT";"When someone comments on one of my event document entries."

"_ACTIVITY_ACTIONTYPE_EVENTDOCUMENT_DOCUMENT_NEW";"New event document entries"
"_ACTIVITY_ACTIONTYPE_COMMENT_EVENTDOCUMENT_DOCUMENT";"Comments on your event documents"

"ACTIVITY_TYPE_COMMENTED_EVENTDOCUMENT_DOCUMENT";"When someone comments on a event document I commented on."
"ACTIVITY_TYPE_COMMENT_EVENTDOCUMENT_DOCUMENT";"When someone comments on one of my event document entries."
"ACTIVITY_TYPE_LIKED_EVENTDOCUMENT_DOCUMENT";"When someone comments on a event document entry I liked."
"ACTIVITY_TYPE_LIKE_EVENTDOCUMENT_DOCUMENT";"When someone likes one of my event document entries."
"ACTIVITY_TYPE_EVENTDOCUMENT_DOCUMENT_NEW";"When a new event document entry is posted."
"ITEM_TYPE_EVENTDOCUMENT_DOCUMENT";"Event Documents"

"_EVENTDOCUMENT_VISIBILITY_SECURE_IPAPER_MESSAGE";"If you are selecting the "Public on Scribd.com" option for "Visibility for Event Documents" field then you must select "Do not make iPaper event documents secure. Allow embedding on other sites." option for "Secure iPaper Settings" field."
